uid	taxid	organism	superkingdom	ph	temperature	ec	synthesized	substrate_available	total_soluble	total_active	batch	glycolate	lactate	2-hydroxyglutarate	2-hydroxyoctanoate	2-hydroxystearate	mandelate	in_brenda	in_swissprot	pfam	max_database_sim	max_active_sim	max_all_sim
A0A070PNB7	1444081.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.5	99.5
K0NUR1	872326.0	Lactobacillus equicursoris	Bacteria	6.35	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	24.7	25.1	25.1
A0A0N0E1V1	50340.0	Pseudomonas fuscovaginae	Bacteria	7.2	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.3	27.5	27.5
A0A0J1JYH8	1686377.0	Citrobacter sp.	Bacteria	7.14	33.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	91.7	91.7
D5RTL3	525371.0	Roseomonas cervicalis	Bacteria	NA	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	17.7	18.9	18.9
W6EJB2	66821.0	Sulfurospirillum multivorans	Bacteria	7.2	25.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.2	34.0	34.0
A0A0F0C861	1609975.0	Clostridium sp.	Bacteria	7.0	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF04324	15.7	21.7	21.7
A0A0U7IC16	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.5	99.0	99.0
A0A061CPW4	29397.0	Lactobacillus delbrueckii	Bacteria	6.17	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	42.9	72.5	72.5
C0QCR3	177437.0	Desulfobacterium autotrophicum	Bacteria	7.0	26.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.3	31.5	31.5
A0A0F8B4A0	88771.0	Ceratocystis platani	Eukaryota	NA	NA	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	41.2	41.2
A0A0L1IK85	1664275.0	Mycoplasma sp.	Bacteria	7.4	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.1	24.8	24.8
A8M0A4	391037.0	Salinispora arenicola	Bacteria	7.6	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	42.7	38.2	42.7
S6ARK9	1245471.0	Pseudomonas resinovorans	Bacteria	7.3	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	16.9	18.1	18.1
A0A0K2Y0I2	1578720.0	Helicobacter ailurogastricus	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.9	31.6	31.6
A0A0K3PMF3	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	98.8	98.8
A0A0K3RG99	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.8	99.1	99.1
A0A0U6K8E5	615.0	Serratia marcescens	Bacteria	7.07	29.0	1.1.3.15	Yes	Yes	Yes	Yes	second	No	No	Yes	No	No	No	No	No	PF01266	16.5	100.0	100.0
A0A0E4GN67	666.0	Vibrio cholerae	Bacteria	NA	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.7	54.5	54.5
A0A0D6IUW2	287.0	Pseudomonas aeruginosa	Bacteria	7.16	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.4	49.1	49.1
F5SJF1	997346.0	Desmospora sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	17.6	17.2	17.6
U4PUB6	424182.0	Rhizobium sp.	Bacteria	6.98	27.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01565	17.9	21.9	21.9
A0A090E2C2	408180.0	Mesorhizobium sp.	Bacteria	NA	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.3	29.1	29.1
A0A0S3QVA7	1298851.0	Thermosulfidibacter takaii	Bacteria	6.4	70.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	33.5	33.5
A0A0E1S6K3	425067.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.0	38.5	38.5
I0HKK7	983917.0	Rubrivivax gelatinosus	Bacteria	6.8	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	18.6	20.7	20.7
E3HEJ9	762376.0	Achromobacter xylosoxidans	Bacteria	7.14	31.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.4	27.9	27.9
A0A029IM56	1444228.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.5	99.5
E7T8N5	623.0	Shigella flexneri	Bacteria	7.0	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	98.1	98.1
A0A0M1VKH6	469595.0	None	None	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.4	92.7	92.7
A0A0N7HBH8	1353260.0	Candidatus nitrocosmicus	Archaea	NA	NA	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01266	17.0	22.9	22.9
U6FL28	1226336.0	Lactobacillus helveticus	Bacteria	6.35	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	16.8	17.1	17.1
A0A0D6UPR3	1911.0	Streptomyces griseus	Bacteria	7.19	28.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.4	46.6	46.6
U4QFU8	1226335.0	Lactobacillus helveticus	Bacteria	6.35	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02913	11.6	13.9	13.9
A0A0H3ZY49	723172.0	Vibrio genomosp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	15.7	54.2	54.2
B7RMU2	391589.0	Roseobacter sp.	Bacteria	7.6	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	17.3	20.3	20.3
K9NL06	1207075.0	Pseudomonas sp.	Bacteria	7.08	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.4	28.3	28.3
A0A0A1DNC4	2045.0	Pimelobacter simplex	Bacteria	7.3	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	19.0	43.0	43.0
D3HLE1	661367.0	Legionella longbeachae	Bacteria	6.9	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	44.6	34.4	44.6
H1BUH2	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.3	99.3
A0A0M7BTY0	134375.0	Achromobacter sp.	Bacteria	7.1	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.6	55.3	55.3
C9Y718	667019.0	Curvibacter putative	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.2	23.7	23.7
O82077	4097.0	Nicotiana tabacum	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	53.0	22.7	53.0
B7PHI5	6945.0	Ixodes scapularis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	15.8	13.4	15.8
K0NHF1	651182.0	Desulfobacula toluolica	Bacteria	7.08	28.0	1.1.3.15	Yes	Yes	Yes	No	first	No	No	No	No	No	No	No	No	PF01565,PF02913	16.0	29.5	29.5
G3A158	907261.0	Ralstonia syzygii	Bacteria	7.16	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.6	27.6	27.6
A5ECH8	288000.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	26.9	26.9
Q5P8S5	76114.0	Aromatoleum aromaticum	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	21.1	21.1
A0A0P0GUD6	425067.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.6	59.0	59.0
A0A0S4LWM7	652676.0	Hydrothermal vent	hydrothermal vent metagenome	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.6	44.3	44.3
A0A0C1P707	1515610.0	Prauserella sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	34.0	33.3	34.0
A0A0U6ZXX8	615.0	Serratia marcescens	Bacteria	7.07	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.5	98.7	98.7
I7LDV0	1423751.0	Lactobacillus gigeriorum	Bacteria	6.35	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	43.7	78.8	78.8
V1MKF0	28901.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.3	98.1	98.1
W1FY06	1432557.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	13.4	22.5	22.5
A0A0U5F9V4	431306.0	Acetobacter ghanensis	Bacteria	NA	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.9	27.7	27.7
F0TBY7	877455.0	Methanobacterium lacus	Archaea	7.25	30.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF00301,PF01070	22.2	22.8	22.8
Q3JNZ0	320372.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.1	27.1	27.1
A0A090SES2	990271.0	Vibrio variabilis	Bacteria	7.6	28.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.0	38.8	38.8
L5H4M9	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	99.3	99.3
I7H604	537971.0	Helicobacter cinaedi	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.6	32.6	32.6
K0WZF8	766155.0	Shigella flexneri	Bacteria	7.0	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	98.1	98.1
A0A0H5P0S5	37329.0	Nocardia farcinica	Bacteria	7.24	32.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.5	48.2	48.2
A0A0F4FWB8	358.0	Agrobacterium tumefaciens	Bacteria	7.1	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02913	19.4	19.5	19.5
A0A0F4FW78	358.0	Agrobacterium tumefaciens	Bacteria	7.1	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	16.8	12.4	16.8
Q3SUS3	323098.0	Nitrobacter winogradskyi	Bacteria	7.4	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	42.1	42.2	42.2
W6R6M4	348824.0	Rhizobium favelukesii	Bacteria	NA	30.0	1.1.3.15	No	NA	NA	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF01565	18.4	21.9	21.9
A0A0M6Y1Z2	187304.0	Labrenzia aggregata	Bacteria	7.6	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.6	52.6	52.6
A0A0N1FTH6	1592327.0	Actinobacteria bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF00155,PF01070	15.1	14.8	15.1
H5VAZ0	1002805.0	Helicobacter bizzozeronii	Bacteria	NA	37.0	1.1.3.15	Yes	Yes	No	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.5	29.6	29.6
M9SFA6	1236689.0	Candidatus methanomethylophilus	Archaea	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.1	32.1	32.1
A0A0E1U9V1	595498.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF00109,PF00550,PF00698,PF02801,PF08659,PF16197	8.3	10.1	10.1
A0A0D6G8J9	197.0	Campylobacter jejuni	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.1	34.0	34.0
A0A089G439	28901.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.7	94.8	94.8
Q314U5	207559.0	Desulfovibrio alaskensis	Bacteria	7.0	32.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	26.5	26.3	26.5
J0KY36	992041.0	Helicobacter pylori	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No		11.2	3.8	11.2
A0A0P8Q0E5	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	92.7	92.7
A0A0W0YZQ1	1122169.0	Legionella shakespearei	Bacteria	6.9	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	45.0	34.1	45.0
A0A062WW27	683305.0	Frankia sp.	Bacteria	NA	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.9	31.7	31.7
A0A0F0C8R9	1609975.0	Clostridium sp.	Bacteria	7.0	35.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF04324	16.9	25.1	25.1
D4LKY0	657323.0	Ruminococcus sp.	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.6	87.7	87.7
A0A0J5M398	61647.0	Pluralibacter gergoviae	Bacteria	7.3	31.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.6	87.0	87.0
I6GYC9	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No		13.1	26.1	26.1
A0A0W0S1D2	447.0	Fluoribacter bozemanae	Bacteria	6.9	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	36.2	40.2	40.2
B1H6I1	320374.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF00109,PF00550,PF00698,PF02801,PF08659,PF16197	8.5	9.8	9.8
B0SPC7	456481.0	Leptospira biflexa	Bacteria	NA	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070,PF18603	16.2	16.9	16.9
F4V6F7	656444.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.3	94.1	94.1
A0A087E136	79262.0	Bifidobacterium thermacidophilum	Bacteria	6.8	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	32.4	86.0	86.0
B5Q884	48409.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	CL1350,PF01266	17.3	98.1	98.1
A0A0E7UI28	568706.0	Bordetella pertussis	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.5	57.8	57.8
A0A0H5YZP6	666.0	Vibrio cholerae	Bacteria	NA	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.6	47.1	47.1
U5RS18	1341692.0	Clostridium autoethanogenum	Bacteria	7.1	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	29.8	29.0	29.8
A0A0T9XH20	58097.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.3	97.9	97.9
A0A0M3H706	548.0	Klebsiella aerogenes	Bacteria	7.06	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	88.4	88.4
A0A0F4Z475	1408163.0	Rasamsonia emersonii	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	37.2	29.8	37.2
F6BIS2	858215.0	Thermoanaerobacterium xylanolyticum	Bacteria	7.3	60.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	27.8	25.7	27.8
Q1GS14	317655.0	Sphingopyxis alaskensis	Bacteria	7.3	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	37.4	36.7	37.4
A0A0G3JJQ1	656415.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.1	94.8	94.8
U4Q4U1	424182.0	Rhizobium sp.	Bacteria	6.98	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.7	28.9	28.9
A0A075GPT8	1457927.0	Uncultured marine	Archaea	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	41.1	33.9	41.1
G0EVT4	1042878.0	Cupriavidus necator	Bacteria	6.89	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.0	27.7	27.7
Q96Y71	273063.0	Sulfurisphaera tokodaii	Archaea	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	15.5	26.9	26.9
Q5WIP4	66692.0	Bacillus clausii	Bacteria	8.28	31.0	1.1.3.15	Yes	Yes	Yes	Yes	first	No	No	No	No	No	Yes	No	No	PF01565,PF02913	17.6	100.0	100.0
Q5WFZ3	66692.0	Bacillus clausii	Bacteria	8.28	31.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01565	17.5	22.5	22.5
W6K7A3	1288970.0	Magnetospira sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	17.2	22.7	22.7
I2BC73	630626.0	Shimwellia blattae	Bacteria	7.0	33.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.7	88.2	88.2
M1MT52	931276.0	Clostridium saccharoperbutylacetonicum	Bacteria	7.07	31.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	15.7	66.9	66.9
L8MM98	1149133.0	Pseudomonas furukawaii	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	70.1	70.1
A0A077SBA9	487900.0	Xanthomonas campestris	Bacteria	7.02	27.0	1.1.3.15	Yes	Yes	Yes	Yes	second	No	No	Yes	No	No	No	No	No	PF01565,PF02913	18.5	100.0	100.0
K7S8X4	1171373.0	Acidipropionibacterium acidipropionici	Bacteria	NA	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.1	32.7	32.7
A0A0W0XGQ7	45072.0	Legionella quateirensis	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	36.5	33.8	36.5
A0A0B2QXT2	3848.0	Glycine soja	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No		12.1	5.7	12.1
H0SIB8	566679.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.9	26.7	26.7
Q5KYD7	235909.0	Geobacillus kaustophilus	Bacteria	7.0	55.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.6	31.9	31.9
A0A0W0SKN3	28085.0	Legionella cincinnatiensis	Bacteria	6.9	37.0	1.1.3.15	No	NA	NA	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF01070	44.2	35.7	44.2
K9QIX1	317936.0	Nostoc sp.	Bacteria	NA	23.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	48.8	39.4	48.8
A0A0P7ZQ36	1666914.0	Rhodobacteraceae bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.9	27.8	27.8
F9UTP6	220668.0	Lactobacillus plantarum	Bacteria	6.35	35.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01565,PF02913	16.8	29.3	29.3
D3PDY5	639282.0	Deferribacter desulfuricans	Bacteria	7.0	62.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.0	34.0	34.0
A0A0N0XID0	857265.0	Amantichitinum ursilacus	Bacteria	7.0	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.6	52.4	52.4
F4BR76	208596.0	Carnobacterium sp.	Bacteria	7.05	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	48.3	48.3	48.3
F8KPZ0	1002804.0	Helicobacter bizzozeronii	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.7	31.4	31.4
D4XIR1	742159.0	Achromobacter piechaudii	Bacteria	7.15	31.0	1.1.3.15	Yes	Yes	Yes	No	first	No	No	No	No	No	No	No	No	PF01565,PF02913	17.9	36.7	36.7
C0QBU7	177437.0	Desulfobacterium autotrophicum	Bacteria	7.0	26.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.6	33.3	33.3
K1KWG0	1225176.0	Cecembia lonarensis	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.4	78.9	78.9
S0G4Z0	1286635.0	Desulfotignum phosphitoxidans	Bacteria	7.1	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No		17.9	5.9	17.9
A0A078MYF8	40480.0	Mycoplasma capricolum	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.4	24.8	24.8
S5YW07	1367847.0	Paracoccus aminophilus	Bacteria	7.0	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.4	27.8	27.8
Q4FNZ0	335992.0	Candidatus pelagibacter	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.8	28.4	28.4
S6BHF8	1245471.0	Pseudomonas resinovorans	Bacteria	7.3	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	17.5	20.2	20.2
F0HWF2	888027.0	Lactobacillus delbrueckii	Bacteria	6.17	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.1	37.4	37.4
E6N788	311458.0	Candidatus caldiarchaeum	Archaea	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.6	31.8	31.8
A0A0U5XJG3	615.0	Serratia marcescens	Bacteria	7.07	29.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.5	99.5	99.5
A0A0G4JIC2	93218.0	Pandoraea apista	Bacteria	7.3	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.0	56.9	56.9
A0A0K2X9Y9	1578720.0	Helicobacter ailurogastricus	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	15.2	61.4	61.4
