uid	taxid	organism	superkingdom	ph	temperature	pfam	lineage_identifiers	lineage_ranks	lineage_names
S0FYJ5	1286635	Desulfotignum phosphitoxidans	Bacteria	7.1	30.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 115780, 190898, 1286635	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfotignum, Desulfotignum phosphitoxidans, Desulfotignum phosphitoxidans DSM 13687
S0G4Z0	1286635	Desulfotignum phosphitoxidans	Bacteria	7.1	30.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 115780, 190898, 1286635	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfotignum, Desulfotignum phosphitoxidans, Desulfotignum phosphitoxidans DSM 13687
S0G7W3	1286635	Desulfotignum phosphitoxidans	Bacteria	7.1	30.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 115780, 190898, 1286635	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfotignum, Desulfotignum phosphitoxidans, Desulfotignum phosphitoxidans DSM 13687
S0FWI7	1286635	Desulfotignum phosphitoxidans	Bacteria	7.1	30.0	PF01266	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 115780, 190898, 1286635	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfotignum, Desulfotignum phosphitoxidans, Desulfotignum phosphitoxidans DSM 13687
F6CI10	760568	Desulfofundulus kuznetsovii	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 186807, 2282741, 58135, 760568	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfofundulus, Desulfofundulus kuznetsovii, Desulfofundulus kuznetsovii DSM 6115
F6B8U7	868595	Desulfotomaculum nigrificans	Bacteria	7.8	52.0	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 186807, 1562, 1565, 868595	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfotomaculum, Desulfotomaculum nigrificans, Desulfotomaculum nigrificans CO-1-SRB
Q314U5	207559	Desulfovibrio alaskensis	Bacteria	7.0	32.0	NA	1, 131567, 2, 1224, 68525, 28221, 213115, 194924, 872, 58180, 207559	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, Desulfovibrio alaskensis, Desulfovibrio alaskensis G20
G7Q5T8	694327	Desulfovibrio sp.	Bacteria	7.25	33.0	NA	1, 131567, 2, 1224, 68525, 28221, 213115, 194924, 872, 694327	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, Desulfovibrio sp. FW-101-2B
A0A0K0TUB1	1643450	Devosia sp.	Bacteria	NA	28.0	NA	1, 131567, 2, 1224, 28211, 356, 45401, 46913, 1643450	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. H5989
A0A024KJM9	1380412	Devosia sp.	Bacteria	NA	28.0	PF01266	1, 131567, 2, 1224, 28211, 356, 45401, 46913, 1380412	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. DBB001
A0A085FLP7	1502724	Devosia sp.	Bacteria	NA	28.0	NA	1, 131567, 2, 1224, 28211, 356, 45401, 46913, 1502724	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. LC5
Q54E41	44689	Dictyostelium discoideum	Eukaryota	NA	23.0	NA	1, 131567, 2759, 554915, 142796, 33083, 2058949, 2058185, 5782, 44689	root, no rank, superkingdom, no rank, no rank, no rank, order, family, genus, species	root, cellular organisms, Eukaryota, Amoebozoa, Mycetozoa, Dictyostelids, Dictyosteliales, Dictyosteliaceae, Dictyostelium, Dictyostelium discoideum
A1Z8D3	7227	Drosophila melanogaster	Eukaryota	NA	NA	NA	1, 131567, 2759, 33154, 33208, 6072, 33213, 33317, 1206794, 88770, 6656, 197563, 197562, 6960, 50557, 85512, 7496, 33340, 33392, 7147, 7203, 43733, 480118, 480117, 43738, 43741, 43746, 7214, 43845, 46877, 7215, 32341, 32346, 32351, 7227	root, no rank, superkingdom, no rank, kingdom, no rank, no rank, no rank, no rank, no rank, phylum, no rank, no rank, subphylum, class, no rank, subclass, infraclass, cohort, order, suborder, infraorder, no rank, no rank, no rank, no rank, superfamily, family, subfamily, tribe, genus, subgenus, species group, species subgroup, species	root, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Holometabola, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae, Drosophilinae, Drosophilini, Drosophila, Sophophora, melanogaster group, melanogaster subgroup, Drosophila melanogaster
D7FMI7	2880	Ectocarpus siliculosus	Eukaryota	NA	10.0	NA	1, 131567, 2759, 33634, 569578, 2870, 2877, 2878, 2879, 2880	root, no rank, superkingdom, no rank, no rank, class, order, family, genus, species	root, cellular organisms, Eukaryota, Stramenopiles, PX clade, Phaeophyceae, Ectocarpales, Ectocarpaceae, Ectocarpus, Ectocarpus siliculosus
D8LSB4	2880	Ectocarpus siliculosus	Eukaryota	NA	10.0	NA	1, 131567, 2759, 33634, 569578, 2870, 2877, 2878, 2879, 2880	root, no rank, superkingdom, no rank, no rank, class, order, family, genus, species	root, cellular organisms, Eukaryota, Stramenopiles, PX clade, Phaeophyceae, Ectocarpales, Ectocarpaceae, Ectocarpus, Ectocarpus siliculosus
D8LDI6	2880	Ectocarpus siliculosus	Eukaryota	NA	10.0	NA	1, 131567, 2759, 33634, 569578, 2870, 2877, 2878, 2879, 2880	root, no rank, superkingdom, no rank, no rank, class, order, family, genus, species	root, cellular organisms, Eukaryota, Stramenopiles, PX clade, Phaeophyceae, Ectocarpales, Ectocarpaceae, Ectocarpus, Ectocarpus siliculosus
A0A0M3H706	548	Klebsiella aerogenes	Bacteria	7.06	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 570, 548	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Klebsiella, Klebsiella aerogenes
A0A0H3FPE5	1028307	Klebsiella aerogenes	Bacteria	7.06	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 570, 548, 1028307	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Klebsiella, Klebsiella aerogenes, Klebsiella aerogenes KCTC 2190
A0A0G9Y480	548	Klebsiella aerogenes	Bacteria	7.06	36.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 570, 548	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Klebsiella, Klebsiella aerogenes
A0A0F6K874	548	Klebsiella aerogenes	Bacteria	7.06	36.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 570, 548	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Klebsiella, Klebsiella aerogenes
A0A0P8RHR0	NA	NA	NA	NA	NA	NA	NA	NA	NA
E3G4Z8	701347	[enterobacter] lignolyticus	Bacteria	NA	NA	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 1330546, 1334193, 701347	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Pluralibacter, [Enterobacter] lignolyticus, [Enterobacter] lignolyticus SCF1
A0A0J0IQF0	1659714	Enterobacter sp.	Bacteria	7.03	30.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 547, 1659714	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacter, Enterobacter sp. GN02600
E5YJ45	469613	Enterobacteriaceae bacterium	Bacteria	NA	26.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 191675, 36866, 469613	root, no rank, superkingdom, phylum, class, order, family, no rank, no rank, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, unclassified Enterobacteriaceae, unclassified Enterobacteriaceae (miscellaneous), Enterobacteriaceae bacterium 9_2_54FAA
L0M7M1	693444	Enterobacteriaceae bacterium	Bacteria	NA	26.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 191675, 36866, 693444	root, no rank, superkingdom, phylum, class, order, family, no rank, no rank, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, unclassified Enterobacteriaceae, unclassified Enterobacteriaceae (miscellaneous), Enterobacteriaceae bacterium strain FGI 57
A0A0C5WDC9	1265478	Enterobacteriaceae bacterium	Bacteria	NA	26.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 191675, 36866, 1265478	root, no rank, superkingdom, phylum, class, order, family, no rank, no rank, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, unclassified Enterobacteriaceae, unclassified Enterobacteriaceae (miscellaneous), Enterobacteriaceae bacterium bta3-1
A0A0P7Z009	1666908	Erythrobacteraceae bacterium	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 204457, 335929, 517744, 1666908	root, no rank, superkingdom, phylum, class, order, family, no rank, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Erythrobacteraceae, unclassified Erythrobacteraceae, Erythrobacteraceae bacterium HL-111
A0A0P7WDX3	1666908	Erythrobacteraceae bacterium	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 204457, 335929, 517744, 1666908	root, no rank, superkingdom, phylum, class, order, family, no rank, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Erythrobacteraceae, unclassified Erythrobacteraceae, Erythrobacteraceae bacterium HL-111
W0AYF0	1440052	Escherichia albertii	Bacteria	7.3	30.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 561, 208962, 1440052	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia albertii, Escherichia albertii KF1
A0A0S3N043	208962	Escherichia albertii	Bacteria	7.3	30.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 561, 208962	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia albertii
B1EGB1	502347	Escherichia albertii	Bacteria	7.3	30.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 561, 208962, 502347	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia albertii, Escherichia albertii TW07627
A0A0S3NAE0	1440052	Escherichia albertii	Bacteria	7.3	30.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 561, 208962, 1440052	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia albertii, Escherichia albertii KF1
P37339	83333	Escherichia coli	Bacteria	7.01	36.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 561, 562, 83333	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli, Escherichia coli K-12
H4UMR9	868160	Escherichia coli	Bacteria	7.01	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 561, 562, 868160	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli, Escherichia coli DEC6A
V0SFE2	NA	NA	NA	NA	NA	NA	NA	NA	NA
N2RUB0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A069XGS7	1444252	Escherichia coli	Bacteria	7.01	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 561, 562, 1444252	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli, Escherichia coli 3-373-03_S4_C2
S1DZY6	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A080INM6	1444163	Escherichia coli	Bacteria	7.01	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 561, 562, 1444163	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli, Escherichia coli 1-250-04_S3_C2
W9AIT9	941322	Escherichia coli	Bacteria	7.01	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 561, 562, 941322	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli, Escherichia coli O25b:H4-ST131
I2UF32	869681	Escherichia coli	Bacteria	7.01	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 561, 562, 869681	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli, Escherichia coli 4.0522
A0A0D0LS41	562	Escherichia coli	Bacteria	7.01	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 561, 562	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli
U9YYE7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8X952	83334	Escherichia coli	Bacteria	7.01	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 561, 562, 83334	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli, Escherichia coli O157:H7
A0A0T5JU07	NA	NA	NA	NA	NA	NA	NA	NA	NA
S0YLP1	1169355	Escherichia coli	Bacteria	7.01	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 561, 562, 1169355	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli, Escherichia coli KTE38
A0A070YAM7	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0H0GTN3	1446578	Escherichia coli	Bacteria	7.01	36.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 561, 562, 1446577, 1446578	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli, Escherichia coli O121:H7, Escherichia coli O121:H7 str. 2009C-3299
H4K7N9	NA	NA	NA	NA	NA	NA	NA	NA	NA
S0VN32	NA	NA	NA	NA	NA	NA	NA	NA	NA
H4IEN1	868134	Escherichia coli	Bacteria	7.01	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 561, 562, 868134	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli, Escherichia coli DEC1B
A0A017JTY3	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0H0ETT9	562	Escherichia coli	Bacteria	7.01	36.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 561, 562	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli
A0A0F3VBM6	562	Escherichia coli	Bacteria	7.01	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 561, 562	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli
A0A0B1BKX2	562	Escherichia coli	Bacteria	7.01	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 561, 562	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli
